"","gene","Scaffold","V2","V3","V4","V5","V6","V7","V8","V9","V10","e-value","V12"
"2308","PGEN_.00g091580","Scaffold_04:33415840-33423699","NC_069365.1",82.022,178,27,2,218,390,28935007,28934830,8.12e-32,147
"2309","PGEN_.00g091640","Scaffold_04:33536327-33568843","NC_069365.1",78.578,1027,177,33,31508,32516,8838499,8837498,4.56e-179,638
"2310","PGEN_.00g091730","Scaffold_04:33667252-33670239","NC_069372.1",89.888,89,9,0,2895,2983,2728990,2728902,8.65e-23,115
"2311","PGEN_.00g091820","Scaffold_04:33772992-33797204","NW_026459941.1",84.252,127,20,0,11678,11804,44997,45123,1.18e-24,124
"2312","PGEN_.00g091840","Scaffold_04:33836956-33850261","NC_069369.1",82.456,285,46,4,10471,10753,10675516,10675798,1.32e-61,246
"2313","PGEN_.00g091960","Scaffold_04:34249737-34254596","NC_069363.1",83.74,123,18,2,4213,4334,45267363,45267242,1.41e-22,115
"2314","PGEN_.00g091990","Scaffold_04:34338080-34408890","NC_069369.1",81.933,238,37,6,44378,44611,80708222,80707987,7.19e-46,196
"2315","PGEN_.00g092010","Scaffold_04:34431632-34477799","NC_069366.1",88.462,208,23,1,12822,13029,80345004,80345210,3.55e-62,250
"2316","PGEN_.00g092050","Scaffold_04:34564687-34589533","NC_069373.1",83.815,173,24,2,6741,6909,62960941,62961113,9.19e-36,161
"2317","PGEN_.00g092060","Scaffold_04:34729179-34741618","NC_069369.1",84.266,286,39,4,2145,2426,10675798,10675515,5.66e-70,274
"2318","PGEN_.00g092070","Scaffold_04:34758411-34768381","NC_069374.1",88.824,170,18,1,6629,6798,52728002,52727834,4.66e-50,207
"2319","PGEN_.00g092090","Scaffold_04:34789185-34794833","NC_069374.1",82.803,157,26,1,4261,4416,52727834,52727990,9.75e-30,139
"2320","PGEN_.00g092100","Scaffold_04:34811371-34828363","NC_069378.1",79.11,292,59,2,13986,14275,38055195,38055486,1.33e-47,200
"2321","PGEN_.00g092110","Scaffold_04:34836695-34844467","NC_069364.1",80.909,220,36,6,4410,4626,41333935,41333719,1.71e-38,169
"2322","PGEN_.00g092140","Scaffold_04:34901812-34905191","NC_069377.1",89.431,123,5,2,2238,2360,65359222,65359108,9.66e-33,148
"2323","PGEN_.00g092170","Scaffold_04:34943965-34964172","NC_069374.1",83.152,184,25,2,8435,8612,52727807,52727990,2.08e-36,163
"2324","PGEN_.00g092190","Scaffold_04:34982687-34991910","NW_026459716.1",87.215,219,28,0,1146,1364,49076,48858,7.06e-63,250
"2325","PGEN_.00g092200","Scaffold_04:34992731-35039567","NC_069376.1",80.247,162,27,5,27578,27738,72271042,72271199,3.81e-22,117
"2326","PGEN_.00g092220","Scaffold_04:35058081-35111977","NC_069373.1",82.184,174,31,0,35499,35672,62961113,62960940,4.32e-32,150
"2327","PGEN_.00g092230","Scaffold_04:35121878-35152341","NC_069366.1",83.439,157,19,6,321,476,20706440,20706290,5.28e-29,139
"2328","PGEN_.00g092240","Scaffold_04:35152658-35161882","NC_069366.1",76.396,627,117,22,6607,7207,88439511,88440132,1.15e-80,309
"2329","PGEN_.00g092260","Scaffold_04:35182554-35220655","NC_069373.1",82.317,164,28,1,31977,32139,62961096,62960933,1.84e-29,141
"2330","PGEN_.00g092270","Scaffold_04:35245149-35300084","NC_069366.1",85.185,216,31,1,19371,19585,28905194,28905409,3.31e-53,220
"2331","PGEN_.00g092430","Scaffold_04:35537636-35575979","NC_069375.1",86,200,28,0,2122,2321,73406461,73406660,1.07e-51,215
"2332","PGEN_.00g092460","Scaffold_04:35611402-35618375","NC_069374.1",86.331,139,19,0,1835,1973,52727976,52727838,1.55e-33,152
"2333","PGEN_.00g092470","Scaffold_04:35622952-35626734","NC_069363.1",83.333,150,25,0,1274,1423,61585314,61585463,6.51e-30,139
"2334","PGEN_.00g092510","Scaffold_04:35658267-35707440","NC_069373.1",83.333,174,27,2,26161,26333,62961113,62960941,6.55e-35,159
"2335","PGEN_.00g092550","Scaffold_04:35750105-35770564","NC_069375.1",86.408,206,26,2,11765,11968,73406461,73406666,9.52e-55,224
"2336","PGEN_.00g092590","Scaffold_04:35865239-35990829","NC_069365.1",71.237,671,183,9,112134,112799,71278970,71278305,4.65e-35,161
"2337","PGEN_.00g092630","Scaffold_04:36095573-36102594","NC_069369.1",83.803,284,42,4,4301,4582,10675515,10675796,5.33e-68,267
"2338","PGEN_.00g092690","Scaffold_04:36217779-36244610","NC_069376.1",82.99,194,27,5,6394,6587,72271036,72271223,1.65e-38,171
"2339","PGEN_.00g092700","Scaffold_04:36265071-36285621","NC_069376.1",82.09,201,32,2,18817,19014,72271235,72271036,4.54e-38,169
"2340","PGEN_.00g092720","Scaffold_04:36356472-36371528","NC_069369.1",84.42,276,34,9,14345,14615,80707951,80708222,1.48e-66,263
"2341","PGEN_.00g092730","Scaffold_04:36371906-36388647","NC_069378.1",86.111,216,28,2,11896,12110,58235239,58235025,4.65e-57,231
"2342","PGEN_.00g092760","Scaffold_04:36415477-36434083","NC_069368.1",85.263,190,27,1,3401,3590,4651686,4651874,6.78e-46,195
"2343","PGEN_.00g092830","Scaffold_04:36588796-36602837","NC_069362.1",85.345,232,26,2,8853,9084,107570001,107569778,1.08e-57,233
"2344","PGEN_.00g092910","Scaffold_04:36754086-36768801","NW_026459716.1",87.671,219,27,0,5794,6012,49076,48858,2.43e-64,255
"2345","PGEN_.00g092980","Scaffold_04:36992904-37034784","NC_069361.1",81.136,440,56,16,14419,14852,98738619,98739037,1.44e-85,327
"2346","PGEN_.00g093010","Scaffold_04:37096759-37110246","NC_069369.1",83.448,290,37,10,12629,12912,80707950,80708234,1.72e-65,259
"2347","PGEN_.00g093040","Scaffold_04:37132475-37142077","NC_069369.1",83.942,274,40,4,8943,9214,10675515,10675786,1.22e-65,259
"2348","PGEN_.00g093050","Scaffold_04:37152086-37175009","NC_069368.1",75.24,416,66,20,9898,10298,24620632,24620239,2.36e-36,163
"2349","PGEN_.00g093090","Scaffold_04:37381249-37394147","NC_069361.1",83.333,174,20,9,10469,10636,82487011,82486841,2.87e-33,152
"2350","PGEN_.00g093180","Scaffold_04:37722474-37754936","NC_069365.1",79.894,189,36,2,2115,2302,29835039,29835226,2.02e-28,137
"2351","PGEN_.00g093280","Scaffold_04:38100018-38169915","NW_026459728.1",75.439,399,79,15,37535,37921,18112,18503,9.24e-40,176
"2352","PGEN_.00g093290","Scaffold_04:38171409-38205162","NC_069364.1",84.08,201,29,3,31735,31933,41333932,41333733,1.59e-44,191
"2353","PGEN_.00g093300","Scaffold_04:38210094-38264358","NC_069369.1",81.72,186,31,3,31275,31458,80708234,80708050,1.21e-32,152
"2354","PGEN_.00g093360","Scaffold_04:38479542-38528741","NC_069377.1",93.931,1516,75,8,9364,10865,144276,142764,0,2274
"2355","PGEN_.00g093390","Scaffold_04:38590400-38610321","NC_069366.1",81.053,285,48,6,11591,11870,72498458,72498175,3.33e-54,222
"2356","PGEN_.00g093400","Scaffold_04:38628644-38628919","NC_069361.1",83.908,261,36,5,1,257,31483634,31483892,8.83e-63,244
"2357","PGEN_.00g093490","Scaffold_04:38806831-38841316","NC_069370.1",81.188,303,41,14,11129,11418,3320835,3320536,3.45e-56,230
"2358","PGEN_.00g093510","Scaffold_04:38882860-38893393","NC_069377.1",82.812,192,30,3,4915,5105,36168015,36167826,2.33e-38,169
"2359","PGEN_.00g093530","Scaffold_04:38905061-38914019","NC_069366.1",86.499,1311,162,9,2408,3706,19667074,19668381,0,1426
"2360","PGEN_.00g093570","Scaffold_04:38988879-39037303","NC_069362.1",83.333,174,28,1,33104,33276,37999208,37999381,6.45e-35,159
"2361","PGEN_.00g093580","Scaffold_04:39037678-39078358","NC_069376.1",85.246,183,25,2,32596,32777,72271223,72271042,2.48e-43,187
"2362","PGEN_.00g093650","Scaffold_04:39217316-39255121","NC_069364.1",76.279,430,79,16,26792,27205,8686817,8686395,1.77e-49,207
"2363","PGEN_.00g093690","Scaffold_04:39301391-39360344","NC_069369.1",85.253,217,29,3,19996,20211,32431116,32430902,3.55e-53,220
"2364","PGEN_.00g093840","Scaffold_04:39432580-39440358","NC_069372.1",80.588,340,45,12,5113,5433,55618901,55618564,9.96e-61,243
"2365","PGEN_.00g093860","Scaffold_04:39494077-39562291","NC_069369.1",85.263,285,38,4,26261,26543,10675515,10675797,3.09e-74,291
"2366","PGEN_.00g093990","Scaffold_04:40113741-40124683","NC_069374.1",81.111,180,24,5,2228,2401,52727815,52727990,2.45e-28,135
"2367","PGEN_.00g094000","Scaffold_04:40124929-40162087","NC_069364.1",76.154,650,122,25,25002,25628,36293473,36292834,1.29e-80,311
"2368","PGEN_.00g094010","Scaffold_04:40177786-40251498","NC_069363.1",86.364,154,17,3,29176,29328,64681584,64681434,2.11e-36,165
"2369","PGEN_.00g094030","Scaffold_04:40257406-40281241","NC_069376.1",83.938,193,29,2,2974,3165,72271230,72271039,1.88e-42,183
"2370","PGEN_.00g094100","Scaffold_04:40330323-40338518","NC_069377.1",81.356,177,27,6,6556,6732,63822649,63822819,1.42e-29,139
"2371","PGEN_.00g094150","Scaffold_04:40381180-40433767","NC_069369.1",83.86,285,37,9,37046,37324,10675821,10675540,5.19e-66,263
"2372","PGEN_.00g094260","Scaffold_04:40636488-40653674","NC_069363.1",86.709,158,19,2,15577,15734,35368016,35368171,8.16e-40,174
"2373","PGEN_.00g094350","Scaffold_04:40770204-40777458","NW_026461703.1",81.379,145,24,3,1962,2105,30961,31103,2.11e-22,115
"2374","PGEN_.00g094360","Scaffold_04:40779810-40794468","NC_069374.1",80,195,28,5,9618,9802,52727990,52727797,1.18e-27,134
"2375","PGEN_.00g094370","Scaffold_04:40801468-40804708","NC_069370.1",78.302,318,47,13,2676,2976,3320848,3320536,7.05e-44,185
"2376","PGEN_.00g094510","Scaffold_04:41275574-41285207","NW_026458981.1",79.621,211,40,1,5457,5667,60757,60550,2.77e-32,148
"2377","PGEN_.00g094540","Scaffold_04:41375965-41392254","NC_069377.1",81.915,188,32,2,5891,6077,36167827,36168013,7.79e-35,158
"2378","PGEN_.00g094550","Scaffold_04:41443869-41449289","NC_069366.1",85.981,107,9,5,516,622,18923238,18923338,7.33e-21,110
"2379","PGEN_.00g094700","Scaffold_04:42337928-42384343","NW_026458986.1",75.418,598,117,16,18474,19059,5863,5284,4.58e-66,263
"2380","PGEN_.00g094720","Scaffold_04:42465928-42469752","NC_069369.1",85.141,249,35,2,1668,1915,10675798,10675551,2.25e-64,254
"2381","PGEN_.00g094870","Scaffold_04:42797271-42802163","NW_026462973.1",94.048,84,4,1,3919,4002,7032,7114,6.57e-26,126
"2382","PGEN_.00g094890","Scaffold_04:42828617-42830035","NC_069372.1",72.681,1186,306,16,59,1235,2195930,2194754,1.3e-102,379
"2383","PGEN_.00g094900","Scaffold_04:42918006-42931548","NC_069366.1",83.333,198,24,8,2494,2690,88483727,88483538,6.43e-40,174
"2384","PGEN_.00g094930","Scaffold_04:43001046-43024423","NC_069369.1",83.333,300,46,4,4902,5198,80708234,80707936,1.06e-69,274
"2385","PGEN_.00g094950","Scaffold_04:43113659-43137408","NC_069369.1",81.818,286,48,4,14311,14594,10675798,10675515,1.42e-58,237
"2386","PGEN_.00g094960","Scaffold_04:43137987-43157761","NC_069365.1",82.625,259,31,7,7536,7781,94602986,94603243,1.54e-52,217
"2387","PGEN_.00g095030","Scaffold_04:43241393-43273018","NC_069373.1",81.773,203,37,0,9833,10035,23637360,23637562,1.94e-38,171
"2388","PGEN_.00g095100","Scaffold_04:43387551-43400722","NC_069368.1",78.696,230,39,7,7285,7506,24620487,24620260,4.9e-31,145
"2389","PGEN_.00g095160","Scaffold_04:43615250-43627022","NC_069362.1",92.308,91,4,3,3360,3449,19708831,19708743,1.59e-25,126
"2390","PGEN_.00g095170","Scaffold_04:43668725-43691326","NC_069371.1",92.241,116,7,2,14899,15013,57832482,57832596,2.32e-36,163
"2391","PGEN_.00g095250","Scaffold_04:43733727-43737350","NC_069374.1",86.26,131,18,0,3064,3194,46565267,46565397,4.82e-31,143
"2392","PGEN_.00g095280","Scaffold_04:43771980-43773745","NC_069365.1",74.085,656,144,17,53,689,93723676,93723028,1.73e-62,246
"2393","PGEN_.00g095290","Scaffold_04:43778406-43785872","NC_069367.1",81.392,747,101,23,6538,7276,73227949,73227233,8.3e-161,575
"2394","PGEN_.00g095300","Scaffold_04:43799544-43819140","NC_069374.1",81.622,185,25,5,9938,10114,52727807,52727990,7.3e-31,145
"2395","PGEN_.00g095350","Scaffold_04:43899894-43912124","NC_069364.1",93.793,145,8,1,8082,8225,52490244,52490388,9.51e-53,217
"2396","PGEN_.00g095370","Scaffold_04:43941414-43942877","NC_069363.1",76.087,874,156,28,3,830,75668587,75667721,6.18e-111,407
"2397","PGEN_.00g095400","Scaffold_04:43971678-43995849","NC_069374.1",83.444,151,22,3,14300,14448,52727841,52727990,1.51e-28,137
"2398","PGEN_.00g095460","Scaffold_04:44093642-44111358","NC_069364.1",78.095,210,31,10,16413,16615,57130528,57130729,4e-23,119
"2399","PGEN_.00g095490","Scaffold_04:44218171-44227870","NC_069378.1",79.048,210,34,10,9154,9358,45113898,45113694,2.17e-28,135
"2400","PGEN_.00g095500","Scaffold_04:44249252-44258300","NC_069373.1",82.759,174,25,3,673,842,62960940,62961112,7.23e-33,150
"2401","PGEN_.00g095530","Scaffold_04:44316582-44332928","NC_069361.1",85.417,144,21,0,10279,10422,60418260,60418117,1.31e-32,150
"2402","PGEN_.00g095550","Scaffold_04:44345283-44400123","NC_069363.1",86.127,173,24,0,25055,25227,20334421,20334593,3.35e-43,187
"2403","PGEN_.00g095780","Scaffold_04:45167731-45183182","NC_069364.1",84.67,1409,216,0,12678,14086,38777377,38775969,0,1406
"2404","PGEN_.00g095790","Scaffold_04:45185487-45206234","NW_026463546.1",79.612,206,39,3,9912,10114,47753,47548,7.73e-31,145
"2405","PGEN_.00g095800","Scaffold_04:45214217-45227489","NC_069369.1",77.627,295,54,7,1407,1694,41762922,41762633,2.93e-38,169
"2406","PGEN_.00g095810","Scaffold_04:45232455-45243372","NC_069373.1",84.615,208,31,1,4858,5064,61846767,61846560,1.84e-49,206
"2407","PGEN_.00g095830","Scaffold_04:45335992-45352891","NC_069366.1",83.648,159,22,4,5827,5983,65134410,65134566,1.75e-31,147
"2408","PGEN_.00g095890","Scaffold_04:45509173-45513558","NW_026462238.1",71.869,551,143,9,2657,3201,3892,4436,1.26e-32,148
"2409","PGEN_.00g095910","Scaffold_04:45532038-45556769","NW_026460898.1",90.426,94,4,5,13130,13221,54589,54679,5.59e-23,119
"2410","PGEN_.00g095920","Scaffold_04:45562817-45581473","NC_069373.1",86.792,106,9,5,991,1095,9228374,9228273,1.96e-21,113
"2411","PGEN_.00g095980","Scaffold_04:45656798-45770085","NC_069365.1",77.93,1237,244,16,1,1230,74541231,74542445,0,745
"2412","PGEN_.00g096100","Scaffold_04:46018858-46029334","NC_069364.1",88.024,167,20,0,2417,2583,81720766,81720600,2.95e-47,198
"2413","PGEN_.00g096350","Scaffold_04:46509735-46512964","NC_069370.1",85.621,153,22,0,405,557,64018001,64017849,1.18e-36,161
"2414","PGEN_.00g096380","Scaffold_04:46535720-46552760","NC_069361.1",83.991,937,120,10,12582,13510,112424801,112425715,0,872
"2415","PGEN_.00g096400","Scaffold_04:46590546-46611111","NC_069366.1",81.046,153,27,2,2213,2364,46267228,46267379,1.29e-23,121
"2416","PGEN_.00g096470","Scaffold_04:46699969-46746483","NC_069367.1",83.028,218,36,1,29962,30179,2096382,2096598,4.72e-46,196
"2417","PGEN_.00g096500","Scaffold_04:46773636-46881425","NC_069374.1",85.326,184,21,2,36485,36662,52727990,52727807,2.37e-42,185
"2418","PGEN_.00g096540","Scaffold_04:46963525-46992995","NC_069370.1",85.981,214,29,1,11148,11360,3320537,3320750,1.06e-55,228
"2419","PGEN_.00g096720","Scaffold_04:47524440-47540237","NW_026461821.1",75.499,702,140,20,6798,7481,54931,55618,4.24e-82,315
"2420","PGEN_.00g096840","Scaffold_04:47678043-47683922","NW_026462494.1",87.331,813,88,4,4677,5474,6757,5945,0,917
"2421","PGEN_.00g096850","Scaffold_04:47698689-47726926","NC_069370.1",82.043,323,36,14,22724,23025,63861502,63861823,4.66e-64,255
"2422","PGEN_.00g096930","Scaffold_04:48137208-48141713","NC_069363.1",82.297,209,33,4,257,462,49902352,49902145,1.65e-41,178
"2423","PGEN_.00g096960","Scaffold_04:48192747-48218591","NC_069362.1",81.865,193,29,6,18298,18488,88888327,88888139,1.24e-34,158
"2424","PGEN_.00g097080","Scaffold_04:48520586-48549491","NC_069364.1",79.487,312,61,3,25024,25334,25800716,25800407,6.26e-53,219
"2425","PGEN_.00g097090","Scaffold_04:48553623-48566226","NW_026461758.1",73.842,734,164,19,5068,5784,50059,49337,9.59e-68,267
"2426","PGEN_.00g097170","Scaffold_04:48804494-48848655","NC_069369.1",82.45,302,47,6,20524,20821,80708234,80707935,5.64e-65,259
"2427","PGEN_.00g097180","Scaffold_04:48934553-48961862","NC_069369.1",82.573,241,34,7,290,526,10675562,10675798,4.6e-49,206
"2428","PGEN_.00g097190","Scaffold_04:49015060-49081695","NC_069368.1",88.327,1225,99,28,49435,50622,3936612,3935395,0,1430
"2429","PGEN_.00g097230","Scaffold_04:49124196-49233907","NC_069366.1",73.765,648,123,16,13561,14185,88439513,88440136,3.98e-50,211
"2430","PGEN_.00g097250","Scaffold_04:49276584-49289588","NC_069362.1",78.947,209,29,11,552,753,75614124,75614324,4.87e-26,128
"2431","PGEN_.00g097270","Scaffold_04:49304626-49317299","NC_069361.1",75.523,621,120,23,5842,6435,4292806,4293421,1.6e-70,276
"2432","PGEN_.00g097490","Scaffold_04:49552048-49567388","NW_026459121.1",86.782,174,19,4,3965,4135,1406,1578,7.23e-45,191
"2433","PGEN_.00g097690","Scaffold_04:49991247-50014951","NC_069370.1",86.111,216,29,1,9970,10185,3320536,3320750,6.59e-57,231
"2434","PGEN_.00g097710","Scaffold_04:50077633-50096648","NC_069366.1",79.327,208,32,9,12553,12757,89842136,89841937,4.26e-28,135
"2435","PGEN_.00g097760","Scaffold_04:50135318-50148191","NC_069377.1",76.735,533,84,23,484,999,38074358,38073849,4.56e-66,261
"2436","PGEN_.00g097820","Scaffold_04:50240293-50245841","NC_069378.1",79.365,189,32,4,2321,2509,4111003,4111184,7.46e-26,126
"2437","PGEN_.00g097860","Scaffold_04:50368862-50383821","NW_026461808.1",91.209,91,6,2,1510,1599,73245,73334,2.61e-24,122
"2438","PGEN_.00g097870","Scaffold_04:50389031-50431939","NC_069369.1",82.704,318,44,11,42244,42553,10675829,10675515,7.03e-69,272
"2439","PGEN_.00g098060","Scaffold_04:50627980-50643514","NC_069369.1",83.71,221,32,4,8903,9121,10675798,10675580,2.62e-49,206
"2440","PGEN_.00g098090","Scaffold_04:50711620-50758249","NC_069369.1",82.704,318,44,11,355,664,10675515,10675829,7.64e-69,272
"2441","PGEN_.00g098100","Scaffold_04:50763459-50778418","NW_026461808.1",91.209,91,6,2,13360,13449,73334,73245,2.61e-24,122
"2442","PGEN_.00g098250","Scaffold_04:51037096-51066764","NW_026462552.1",95.086,1343,55,8,25953,27287,16155,17494,0,2104
"2443","PGEN_.00g098270","Scaffold_04:51112554-51139374","NW_026461189.1",78.886,431,82,9,9295,9721,60715,61140,2.03e-72,283
"2444","PGEN_.00g098310","Scaffold_04:51250407-51282373","NC_069365.1",78.661,239,45,5,10348,10583,30592426,30592661,1.98e-33,154
"2445","PGEN_.00g098360","Scaffold_04:51367360-51370415","NW_026459329.1",81.707,164,29,1,2328,2490,16947,17110,6.79e-29,135
"2446","PGEN_.00g098370","Scaffold_04:51401855-51428926","NC_069369.1",85.115,262,33,6,19474,19732,10675540,10675798,2.67e-66,263
"2447","PGEN_.00g098390","Scaffold_04:51797232-51888099","NC_069365.1",80.401,1097,208,6,79844,80936,91781821,91782914,0,828
"2448","PGEN_.00g098430","Scaffold_04:52073404-52079242","NC_069365.1",77.986,586,115,13,5150,5728,65205601,65205023,9.19e-95,355
"2449","PGEN_.00g098510","Scaffold_04:52405914-52550295","NW_026460113.1",86.047,215,30,0,38858,39072,16211,15997,4.02e-56,231
"2450","PGEN_.00g098520","Scaffold_04:52550352-52569178","NC_069378.1",83.439,157,25,1,12330,12486,2836332,2836177,7.01e-31,145
"2451","PGEN_.00g098620","Scaffold_04:52873567-52890346","NW_026460317.1",84.302,172,23,3,169,336,10587,10758,4.8e-37,165
"2452","PGEN_.00g098630","Scaffold_04:52898312-52905556","NC_069365.1",82.243,321,57,0,4296,4616,47822492,47822172,2.54e-71,278
"2453","PGEN_.00g098640","Scaffold_04:52919423-52928195","NC_069377.1",82.286,175,29,2,3845,4018,63822826,63822653,7.01e-33,150
"2454","PGEN_.00g098680","Scaffold_04:52947947-52964648","NC_069365.1",87.755,147,16,2,13496,13641,59687744,59687599,1.03e-38,171
"2455","PGEN_.00g098810","Scaffold_04:53265791-53289801","NC_069365.1",94.444,72,4,0,13483,13554,32387413,32387342,9.07e-21,111
"2456","PGEN_.00g098830","Scaffold_04:53303192-53338945","NC_069369.1",83.577,274,39,5,10411,10680,10675515,10675786,7.63e-63,252
"2457","PGEN_.00g098940","Scaffold_04:53500406-53502572","NC_069364.1",89.744,156,16,0,1694,1849,36589964,36589809,1.68e-48,200
"2458","PGEN_.00g098960","Scaffold_04:53578237-53595371","NW_026462973.1",96.471,85,2,1,7589,7673,7032,7115,2.97e-29,139
"2459","PGEN_.00g098970","Scaffold_04:53600490-53619747","NW_026462552.1",95.192,624,26,4,17477,18099,16154,16774,0,983
"2460","PGEN_.00g099110","Scaffold_04:53877643-53897124","NC_069364.1",83.074,514,87,0,1639,2152,57130523,57131036,3.79e-128,468
"2461","PGEN_.00g099190","Scaffold_04:54048861-54075322","NW_026462061.1",74.545,715,164,15,19338,20042,10694,9988,2.57e-76,296
"2462","PGEN_.00g099350","Scaffold_04:54352693-54380035","NC_069364.1",86.175,217,26,4,2904,3120,86580818,86580606,7.6e-57,231
"2463","PGEN_.00g099370","Scaffold_04:54406648-54414016","NC_069369.1",83.972,287,41,5,6257,6541,10675515,10675798,4.33e-69,270
"2464","PGEN_.00g099380","Scaffold_04:54449834-54458195","NC_069376.1",85.849,106,13,2,7344,7448,62162836,62162940,3.15e-21,111
"2465","PGEN_.00g099510","Scaffold_04:54721059-54764033","NC_069364.1",88.128,219,24,2,42282,42498,39926205,39925987,5.48e-65,259
